"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바라며, 외부 공개시에는 반드시 신고일 기준으로 집계되면 공식통계를 이용하여 주시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20160101 ~ 20161231"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 원주시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명"
"강원도 원주시 가현동","2**","단독","8m미만","49.17","188","201611","21~30","2,900","1962","가현로"
"강원도 원주시 가현동","2**","단독","8m미만","94.37","490","201609","21~30","15,500","1989","가치래미길"
"강원도 원주시 개운동","3**","다가구","12m미만","81.58","138.7","201609","21~30","13,000","1982","명륜초교길"
"강원도 원주시 개운동","4**","다가구","12m미만","158.99","185.1","201609","11~20","13,300","1984","도말리길"
"강원도 원주시 개운동","3**","다가구","25m미만","185.68","186","201607","11~20","29,000","1982","개봉교길"
"강원도 원주시 개운동","3**","다가구","8m미만","282.56","201","201603","21~31","23,000","1996","치악로1735번길"
"강원도 원주시 개운동","4**","다가구","8m미만","407.6","206","201609","11~20","73,000","2016","개운5길"
"강원도 원주시 개운동","3**","다가구","8m미만","142.56","221","201607","11~20","17,000","1988","치악로1735번길"
"강원도 원주시 개운동","2**","다가구","8m미만","197.96","222","201608","11~20","21,000","1989","개운4길"
"강원도 원주시 개운동","3**","단독","8m미만","23.96","73","201605","11~20","1,900","1972","구만이길"
"강원도 원주시 개운동","4**","단독","12m미만","114.9","107.2","201610","1~10","13,100","1986","개운2길"
"강원도 원주시 개운동","4**","단독","8m미만","121.26","114.6","201602","1~10","27,300","2014","치악로"
"강원도 원주시 개운동","4**","단독","8m미만","48.88","129","201610","1~10","10,000","1962","개운1길"
"강원도 원주시 개운동","3**","단독","8m미만","94.62","130","201609","21~30","8,000","1978","부흥길"
"강원도 원주시 개운동","2**","단독","8m미만","80.63","136","201604","1~10","10,350","null","남원로620번길"
"강원도 원주시 개운동","3**","단독","8m미만","63.18","138","201609","21~30","7,600","1978","부흥길"
"강원도 원주시 개운동","3**","단독","12m미만","135.01","139.7","201611","1~10","16,800","1981","도말리길"
"강원도 원주시 개운동","3**","단독","8m미만","88.95","142","201609","1~10","14,300","1984","명륜초교길"
"강원도 원주시 개운동","3**","단독","8m미만","146.1","144.1","201605","21~31","15,500","1982","명륜초교길"
"강원도 원주시 개운동","4**","단독","8m미만","132.05","158.1","201608","21~31","16,500","1978","개운2길"
"강원도 원주시 개운동","4**","단독","8m미만","179.44","160.1","201601","11~20","32,500","2003","도말리길"
"강원도 원주시 개운동","3**","단독","8m미만","62.37","165","201605","1~10","9,800","1975","부흥길"
"강원도 원주시 개운동","3**","단독","8m미만","51.1","166","201604","11~20","12,500","1979","남원로606번길"
"강원도 원주시 개운동","2**","단독","8m미만","65.7","168","201604","1~10","9,500","1979","남원로620번길"
"강원도 원주시 개운동","4**","단독","12m미만","127.17","169.8","201602","11~20","19,700","1984","개운2길"
"강원도 원주시 개운동","4**","단독","8m미만","50","182.3","201612","11~20","7,200","1975","개운3길"
"강원도 원주시 개운동","4**","단독","12m미만","116.13","200","201607","1~10","23,000","1981","개운2길"
"강원도 원주시 개운동","5**","단독","8m미만","154.3","200","201604","21~30","17,500","1962","개운4길"
"강원도 원주시 개운동","3**","단독","8m미만","53.78","201","201602","11~20","12,200","1981","남원로612번길"
"강원도 원주시 개운동","3**","단독","8m미만","137.01","201.3","201605","1~10","18,000","1979","명륜초교길"
"강원도 원주시 개운동","3**","단독","8m미만","134.61","207.8","201610","1~10","18,000","1982","행구로"
"강원도 원주시 개운동","3**","단독","8m미만","84.45","208","201605","11~20","11,452","1986","남원로606번길"
"강원도 원주시 개운동","4**","단독","12m미만","173.11","209.4","201604","21~30","30,000","1988","서원대로"
"강원도 원주시 개운동","4**","단독","8m미만","86.36","214.8","201606","21~30","17,000","1968","개운1길"
"강원도 원주시 개운동","3**","단독","8m미만","98.81","215.8","201611","1~10","15,700","1962","개운1길"
"강원도 원주시 개운동","3**","단독","8m미만","36","217","201602","11~20","13,100","1975","남원로612번길"
"강원도 원주시 개운동","2**","단독","8m미만","113.99","217","201608","1~10","19,900","1988","개운4길"
"강원도 원주시 개운동","2**","단독","8m미만","178.58","219","201608","21~31","19,000","1988","개운4길"
"강원도 원주시 개운동","2**","단독","8m미만","184.23","219","201603","21~31","15,300","1989","개운4길"
"강원도 원주시 개운동","2**","단독","8m미만","161.52","225","201603","21~31","20,500","1988","개운4길"
"강원도 원주시 개운동","4**","단독","8m미만","147.52","228.5","201605","11~20","15,400","1988","송림길"
"강원도 원주시 개운동","4**","단독","12m미만","210.6","231.2","201604","11~20","19,000","1988","개운1길"
"강원도 원주시 개운동","2**","단독","12m미만","203.61","238","201606","11~20","26,000","1988","개운로"
"강원도 원주시 개운동","3**","단독","8m미만","182.81","244.7","201608","11~20","22,000","1981","명륜초교길"
"강원도 원주시 개운동","4**","단독","12m미만","493.61","255.5","201606","1~10","62,000","2004","개운로"
"강원도 원주시 개운동","3**","단독","25m미만","260.48","261.5","201605","1~10","44,000","1962","행구로"
"강원도 원주시 개운동","3**","단독","8m미만","135.45","268.2","201607","21~31","20,500","1972","개운3길"
"강원도 원주시 개운동","4**","단독","12m미만","84.95","281.7","201610","11~20","20,234","1978","개운2길"
"강원도 원주시 개운동","5**","단독","8m미만","264.68","296","201602","11~20","20,000","1993","치악로"
"강원도 원주시 개운동","4**","단독","8m미만","104.64","331.5","201606","1~10","29,000","1985","개운3길"
"강원도 원주시 개운동","4**","단독","12m미만","171.76","337","201601","21~31","36,500","1988","송림길"
"강원도 원주시 관설동","1***","다가구","12m미만","330.07","190.9","201608","21~31","60,000","2007","치악고교길"
"강원도 원주시 관설동","1***","다가구","8m미만","199","191","201603","21~31","25,000","1996","치악로"
"강원도 원주시 관설동","1***","다가구","12m미만","216.49","191.6","201608","11~20","35,000","1999","라옹정길"
"강원도 원주시 관설동","1***","다가구","12m미만","387.46","194.4","201606","1~10","79,500","2014","라옹정길"
"강원도 원주시 관설동","1***","다가구","12m미만","406.42","194.9","201603","21~31","57,500","2007","관설안길"
"강원도 원주시 관설동","1***","다가구","12m미만","230.84","196.9","201607","1~10","42,300","1999","라옹정길"
"강원도 원주시 관설동","1***","다가구","12m미만","396.94","199.8","201604","11~20","84,000","2013","라옹정길"
"강원도 원주시 관설동","1***","다가구","12m미만","353.52","203.5","201610","11~20","64,000","2004","단관초교길"
"강원도 원주시 관설동","1***","다가구","12m미만","380.58","203.6","201606","11~20","73,000","2013","라옹정길"
