"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바라며, 외부 공개시에는 반드시 신고일 기준으로 집계되면 공식통계를 이용하여 주시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20150101 ~ 20151231"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 동해시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명"
"강원도 동해시 괴란동","6*","단독","8m미만","228.42","238","201511","21~30","17,793","2001","두암골길"
"강원도 동해시 괴란동","5*","단독","8m미만","60.73","638","201504","11~20","8,766","1950","두암골길"
"강원도 동해시 괴란동","6*","단독","8m미만","83.11","661","201508","11~20","16,000","1994","두암골길"
"강원도 동해시 구미동","4**","다가구","12m미만","448.16","182","201510","11~20","57,000","2013","구미3길"
"강원도 동해시 구미동","6**","다가구","8m미만","285.74","253.4","201507","11~20","14,300","1996","구미택지2길"
"강원도 동해시 구미동","6**","다가구","8m미만","285.74","253.4","201506","11~20","15,000","1996","구미택지2길"
"강원도 동해시 구미동","4**","다가구","12m미만","657.7","351","201502","11~20","85,000","2014","구미3길"
"강원도 동해시 구미동","4**","다가구","12m미만","657.7","351","201512","11~20","87,000","2014","구미3길"
"강원도 동해시 구미동","5**","단독","12m미만","84.92","220.2","201510","21~31","12,800","1995","구미택지6길"
"강원도 동해시 구미동","5**","단독","8m미만","84.48","224","201506","1~10","8,800","1993","구미택지3길"
"강원도 동해시 구미동","5**","단독","8m미만","84.21","232.4","201506","1~10","14,300","1994","구미택지4길"
"강원도 동해시 구미동","5**","단독","12m미만","84.39","233.4","201503","11~20","11,700","1993","구미택지3길"
"강원도 동해시 구미동","6**","단독","25m미만","412.77","233.6","201506","21~30","21,800","1995","구미택지5길"
"강원도 동해시 구미동","5**","단독","25m미만","490.22","235.8","201503","21~31","34,000","1994","구미택지1길"
"강원도 동해시 구미동","5**","단독","12m미만","95.94","238","201510","11~20","15,000","1986","구미3길"
"강원도 동해시 구미동","5**","단독","12m미만","440.12","239.2","201510","1~10","58,500","2013","구미택지3길"
"강원도 동해시 구미동","4**","단독","8m미만","171.92","277","201507","1~10","15,700","1994","구미2길"
