"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바라며, 외부 공개시에는 반드시 신고일 기준으로 집계되면 공식통계를 이용하여 주시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20160101 ~ 20161231"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 삼척시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명"
"강원도 삼척시 가곡면 오목리","3*","단독","8m미만","60.16","198","201609","1~10","500","1969","오목길"
"강원도 삼척시 가곡면 오목리","2*","단독","8m미만","96","660","201610","21~31","9,000","2014","오목길"
"강원도 삼척시 가곡면 탕곡리","4**","단독","8m미만","50.24","506","201612","11~20","2,735","1950","가곡천로"
"강원도 삼척시 가곡면 풍곡리","4**","단독","8m미만","44.16","231","201604","1~10","14,000","2013","덕풍길"
"강원도 삼척시 가곡면 풍곡리","5**","단독","8m미만","83.36","611","201612","1~10","4,220","2002","풍곡안길"
"강원도 삼척시 교동","7**","다가구","25m미만","263.4","161.2","201611","21~30","46,000","2004","정상로"
"강원도 삼척시 교동","7**","다가구","12m미만","337.89","192.5","201610","21~31","39,500","2002","교동로1길"
"강원도 삼척시 교동","7**","다가구","12m미만","353.15","213.3","201602","21~29","50,000","2009","청석로"
"강원도 삼척시 교동","7**","다가구","12m미만","469.91","259.1","201607","11~20","82,500","2014","청석로"
"강원도 삼척시 교동","5**","다가구","25m이상","638.36","351","201612","11~20","97,000","2016","동해대로"
"강원도 삼척시 교동","6**","단독","25m미만","145.7","129.34","201607","1~10","23,500","1985","대학로"
"강원도 삼척시 교동","5**","단독","8m미만","134.64","158","201611","21~30","20,600","1992","언장2길"
"강원도 삼척시 교동","1**","단독","8m미만","66.1","176","201606","21~30","7,400","1980","죽동길"
"강원도 삼척시 교동","5**","단독","8m미만","110.85","185","201605","21~31","12,000","1987","언장1길"
"강원도 삼척시 교동","7**","단독","12m미만","98.1","185.1","201602","21~29","22,000","2000","청석로2길"
"강원도 삼척시 교동","7**","단독","12m미만","134.41","209.4","201602","21~29","18,500","1999","청석로"
