"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바라며, 외부 공개시에는 반드시 신고일 기준으로 집계되면 공식통계를 이용하여 주시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20150101 ~ 20151231"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 고성군"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명"
"강원도 고성군 간성읍 광산리","3**","단독","8m미만","90.1","304","201507","1~10","4,000","1996","광평길"
"강원도 고성군 간성읍 광산리","8**","단독","8m미만","60.49","634","201508","21~31","6,200","1978","진부령로"
"강원도 고성군 간성읍 동호리","3**","단독","8m미만","214","539","201512","11~20","11,000","1996","동호길"
"강원도 고성군 간성읍 봉호리","2**","단독","8m미만","170.04","740","201501","1~10","5,700","2013","봉호1길"
"강원도 고성군 간성읍 상리","4**","단독","8m미만","69","107","201511","1~10","5,500","1999","수성로"
"강원도 고성군 간성읍 신안리","2**","단독","25m미만","252","233","201507","21~31","29,500","1979","간성로"
"강원도 고성군 간성읍 신안리","2**","단독","8m미만","105.2","248","201507","1~10","7,900","1985","간성북로7번길"
"강원도 고성군 간성읍 어천리","4*","단독","8m미만","91.56","396","201507","21~31","7,950","1996","꽃내마루길"
"강원도 고성군 간성읍 어천리","8**","단독","8m미만","119.45","660","201509","21~30","14,000","2010","꽃대마을길"
"강원도 고성군 간성읍 장신리","1**","단독","8m미만","60","321","201509","11~20","4,500","1978","장신1길"
"강원도 고성군 간성읍 장신리","3**","단독","25m미만","95.88","650","201505","11~20","9,170","2012","진부령로"
"강원도 고성군 간성읍 진부리","2*","단독","8m미만","118.88","318","201502","1~10","8,600","1999","진부령유원지길"
