시도명,시군구명,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
강원도,춘천시,B000004852,가산초등학교,초등학교,1936-09-15,공립,본교,운영,강원도 춘천시 동면 지내리  136-2,강원도 춘천시 동면 가산로  52,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9086930,127.7825820,2017-09-05
강원도,춘천시,B000004853,만천초등학교,초등학교,1953-04-16,공립,본교,운영,강원도 춘천시 동면 만천리  978,강원도 춘천시 동면 후석로326번길  89,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8842725,127.7579254,2017-09-05
강원도,춘천시,B000004854,지촌초등학교,초등학교,1929-04-01,공립,본교,운영,강원도 춘천시 사북면 지촌리  347,강원도 춘천시 사북면 지촌길  130,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,38.0379538,127.6448853,2017-09-05
강원도,춘천시,B000004855,동내초등학교,초등학교,1948-04-15,공립,본교,운영,강원도 춘천시 동내면 신촌리  491,강원도 춘천시 동내면 동내로  131,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8511332,127.7662347,2017-09-05
강원도,춘천시,B000004856,남산초등학교,초등학교,1922-11-22,공립,본교,운영,강원도 춘천시 남산면 방곡리  126-2,강원도 춘천시 남산면 한치로  59,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.7928411,127.6456690,2017-09-05
강원도,춘천시,B000004857,춘천삼육초등학교,초등학교,1972-05-02,사립,본교,운영,강원도 춘천시 동면 장학리  568-1,강원도 춘천시 동면 방죽길  56-10,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9110771,127.7536795,2017-09-05
강원도,춘천시,B000004858,송화초등학교,초등학교,1934-05-10,공립,본교,운영,강원도 춘천시 사북면 고탄리  126-1,,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9876200,127.7076049,2017-09-05
강원도,춘천시,B000004859,광판초등학교,초등학교,1936-06-08,공립,본교,운영,강원도 춘천시 남산면 광판리  628,강원도 춘천시 남산면 김유정로  159-12,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.7306595,127.6988284,2017-09-05
강원도,춘천시,B000004860,추곡초등학교,초등학교,1963-03-01,공립,본교,운영,강원도 춘천시 북산면 추곡리  562,강원도 춘천시 북산면 북산로  34,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,38.0244674,127.8823459,2017-09-05
강원도,춘천시,B000004861,지촌초등학교지암분교장,초등학교,1941-01-01,공립,분교,운영,강원도 춘천시 사북면 지암리  308,강원도 춘천시 사북면 화악지암길  431,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9812108,127.6071724,2017-09-05
강원도,춘천시,B000004862,남산초등학교서천분교장,초등학교,1941-07-01,공립,분교,운영,강원도 춘천시 남산면 백양리  431-2,강원도 춘천시 남산면 서백길  152,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8355819,127.5552102,2017-09-05
강원도,원주시,B000004863,중앙초등학교,초등학교,1969-04-21,공립,본교,운영,강원도 원주시 학성동  1260,강원도 원주시 남산로  181(학성동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3526483,127.9394677,2017-09-05
강원도,원주시,B000004864,만대초등학교,초등학교,2011-03-01,공립,본교,운영,강원도 원주시 무실동  1716-2,강원도 원주시 만대로  65(무실동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3392622,127.9205487,2017-09-05
강원도,원주시,B000004865,무실초등학교,초등학교,2005-03-01,공립,본교,운영,강원도 원주시 무실동  1652,강원도 원주시 만대로  155(무실동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3349529,127.9219003,2017-09-05
강원도,원주시,B000004866,반곡초등학교,초등학교,2008-05-23,공립,본교,운영,강원도 원주시 반곡동  1450-1,강원도 원주시 동부순환로  247(반곡동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3374089,127.9733128,2017-09-05
강원도,원주시,B000004867,(가칭)원주특수학교,초등학교,1946-12-19,공립,본교,운영,강원도 원주시 반곡동 301,강원도 원주시 봉대길 33(반곡동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-04-24,37.3320706,127.9938793,2017-09-05
강원도,원주시,B000004868,명륜초등학교,초등학교,1955-06-05,공립,본교,운영,강원도 원주시 개운동  389,강원도 원주시 행구로  25(개운동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3421140,127.9585678,2017-09-05
강원도,원주시,B000004869,단관초등학교,초등학교,2005-03-02,공립,본교,운영,강원도 원주시 관설동  1723,강원도 원주시 단관초교길  14(관설동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3174185,127.9637706,2017-09-05
강원도,원주시,B000004870,관설초등학교,초등학교,1969-04-01,공립,본교,운영,강원도 원주시 관설동  1277,강원도 원주시 치악로  1355(관설동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3086454,127.9761868,2017-09-05
강원도,원주시,B000004871,단계초등학교,초등학교,1963-12-12,공립,본교,운영,강원도 원주시 단계동  82,강원도 원주시 북원로  2387(단계동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3589012,127.9364248,2017-09-05
강원도,원주시,B000004872,북원초등학교,초등학교,1985-05-04,공립,본교,운영,강원도 원주시 단계동  796,강원도 원주시 단구로  60(단계동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3431961,127.9377300,2017-09-05
강원도,원주시,B000004873,평원초등학교,초등학교,1995-03-15,공립,본교,운영,강원도 원주시 단계동  814,강원도 원주시 금불2길  20(단계동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3500099,127.9311275,2017-09-05
강원도,원주시,B000004874,단구초등학교,초등학교,1935-09-05,공립,본교,운영,강원도 원주시 단구동  106,강원도 원주시 단구초교길  5(단구동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3224356,127.9639549,2017-09-05
강원도,원주시,B000004875,구곡초등학교,초등학교,2007-03-01,공립,본교,운영,강원도 원주시 단구동  982-1,강원도 원주시 늘품로  64(단구동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3249946,127.9527520,2017-09-05
강원도,원주시,B000004876,남원주초등학교,초등학교,1998-03-01,공립,본교,운영,강원도 원주시 단구동  1588-2,강원도 원주시 늘품로  28(단구동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3225023,127.9510211,2017-09-05
강원도,춘천시,B000004822,춘천교육대학교부설초등학교,초등학교,1939-05-01,국립,본교,운영,강원도 춘천시 효자동  420,강원도 춘천시 공지로  316(효자동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8690313,127.7314047,2017-09-05
강원도,춘천시,B000004823,춘천초등학교,초등학교,1906-09-01,공립,본교,운영,강원도 춘천시 중앙로3가  40,강원도 춘천시 방송길7번길  14-5(중앙로3가),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8746434,127.7217340,2017-09-05
강원도,춘천시,B000004824,교동초등학교,초등학교,1954-10-20,공립,본교,운영,강원도 춘천시 교동  113-4,강원도 춘천시 교동길  29(교동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8806369,127.7371816,2017-09-05
강원도,춘천시,B000004825,효제초등학교,초등학교,1963-11-11,공립,본교,운영,강원도 춘천시 효자동  161-2,강원도 춘천시 효제길  40(효자동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8706642,127.7380295,2017-09-05
강원도,춘천시,B000004826,중앙초등학교,초등학교,1945-10-15,공립,본교,운영,강원도 춘천시 낙원동  82-1,강원도 춘천시 중앙로88번길  14(낙원동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8790186,127.7242409,2017-09-05
강원도,원주시,B000004882,일산초등학교,초등학교,1949-11-03,공립,본교,운영,강원도 원주시 일산동  278,강원도 원주시 일산초교길  1(일산동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3466276,127.9421071,2017-09-05
강원도,원주시,B000004877,교동초등학교,초등학교,1970-12-31,공립,본교,운영,강원도 원주시 명륜동 235,강원도 원주시 명륜로 9,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.3384531,127.9469657,2017-09-05
강원도,원주시,B000004878,서원주초등학교,초등학교,2000-10-01,공립,본교,운영,강원도 원주시 명륜동  844,강원도 원주시 남원로469번길  61(명륜동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3269855,127.9398707,2017-09-05
강원도,원주시,B000004879,치악초등학교,초등학교,1992-03-12,공립,본교,운영,강원도 원주시 명륜동  709,강원도 원주시 한지공원길  77(명륜동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3318808,127.9394502,2017-09-05
강원도,원주시,B000004880,원주초등학교,초등학교,1896-09-17,공립,본교,운영,강원도 원주시 봉산동  1116,강원도 원주시 봉산로  15(봉산동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3478417,127.9589611,2017-09-05
강원도,원주시,B000004881,우산초등학교,초등학교,1973-10-02,공립,본교,운영,강원도 원주시 우산동  262-2,강원도 원주시 우산초교길  84(우산동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3693579,127.9331846,2017-09-05
강원도,원주시,B000004883,태봉초등학교,초등학교,2002-03-01,공립,본교,운영,강원도 원주시 태장동  485,강원도 원주시 흥양로51번길  113(태장동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3860572,127.9565502,2017-09-05
강원도,원주시,B000004884,태장초등학교,초등학교,1953-04-01,공립,본교,운영,강원도 원주시 태장동  1002,강원도 원주시 현충로  260(태장동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3764046,127.9512776,2017-09-05
강원도,원주시,B000004885,장양초등학교,초등학교,1947-12-03,공립,본교,운영,강원도 원주시 태장동  1983,강원도 원주시 북원로  2868(태장동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3984662,127.9539235,2017-09-05
강원도,원주시,B000004886,학성초등학교,초등학교,1941-04-01,공립,본교,운영,강원도 원주시 학성동  152-1,강원도 원주시 천사로  255(학성동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3543201,127.9507299,2017-09-05
강원도,원주시,B000004887,원주삼육초등학교,초등학교,1956-05-04,사립,본교,운영,강원도 원주시 무실동  산139,강원도 원주시 북원로  1996(무실동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3268091,127.9237840,2017-09-05
강원도,원주시,B000004888,문막초등학교,초등학교,1917-05-01,공립,본교,운영,강원도 원주시 문막읍 건등리  1704,강원도 원주시 문막읍 건등로  28-11,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3125413,127.8208337,2017-09-05
강원도,원주시,B000004889,동화초등학교,초등학교,2004-03-01,공립,본교,운영,강원도 원주시 문막읍 동화리  1534-2,강원도 원주시 문막읍 왕건로  83,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3275258,127.8288391,2017-09-05
강원도,원주시,B000004890,반계초등학교,초등학교,1966-04-20,공립,본교,운영,강원도 원주시 문막읍 반계리 1090,강원도 원주시 문막읍 원문로 2265,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-04-17,37.2917468,127.7906386,2017-09-05
강원도,원주시,B000004892,부론초등학교,초등학교,1920-12-06,공립,본교,운영,강원도 원주시 부론면 법천리  1535,강원도 원주시 부론면 법천시장길  58,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.2077307,127.7488942,2017-09-05
강원도,원주시,B000004893,지정초등학교,초등학교,1932-10-01,공립,본교,운영,강원도 원주시 지정면 간현리  539-1,강원도 원주시 지정면 지정로  103,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3478342,127.8459324,2017-09-05
강원도,원주시,B000004894,신평초등학교,초등학교,1944-05-20,공립,본교,운영,강원도 원주시 지정면 신평리 681-3,강원도 원주시 지정면 신무로 336,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.3845465,127.8923524,2017-09-05
강원도,원주시,B000004895,교학초등학교,초등학교,1947-04-01,공립,본교,운영,강원도 원주시 소초면 학곡리  666,강원도 원주시 소초면 토동길  20,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4354537,128.0555509,2017-09-05
강원도,원주시,B000004896,둔둔초등학교,초등학교,1947-01-16,공립,본교,운영,강원도 원주시 소초면 둔둔리  769,강원도 원주시 소초면 버덩마을길  7,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4465007,127.9791356,2017-09-05
강원도,원주시,B000004897,소초초등학교,초등학교,1930-11-11,공립,본교,운영,강원도 원주시 소초면 평장리  792,강원도 원주시 소초면 평장안골1길  15,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4173932,128.0039936,2017-09-05
강원도,원주시,B000004898,흥양초등학교,초등학교,1940-06-01,공립,본교,운영,강원도 원주시 소초면 흥양리  883,강원도 원주시 소초면 하초구길  6,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3809355,127.9971996,2017-09-05
강원도,원주시,B000004899,매지초등학교,초등학교,1946-04-01,공립,본교,운영,강원도 원주시 흥업면 매지리  1127,강원도 원주시 흥업면 북원로  1324,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.2689888,127.9062984,2017-09-05
강원도,원주시,B000004900,흥업초등학교,초등학교,1934-11-01,공립,본교,운영,강원도 원주시 흥업면 흥업리  1376,강원도 원주시 흥업면 사제로  101,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.3071046,127.9088679,2017-09-05
강원도,원주시,B000004901,귀래초등학교,초등학교,1930-11-09,공립,본교,운영,강원도 원주시 귀래면 운남리 939-1,강원도 원주시 귀래면 북원로 89,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.1688835,127.8835583,2017-09-05
강원도,춘천시,B000004827,봉의초등학교,초등학교,1940-04-01,공립,본교,운영,강원도 춘천시 약사동  1,강원도 춘천시 춘천로  141(약사동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8758109,127.7294401,2017-09-05
강원도,평창군,B000005112,미탄초등학교,초등학교,1933-10-01,공립,본교,운영,강원도 평창군 미탄면 창리 776-1,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-20,37.3419655,128.5003386,2017-09-05
강원도,평창군,B000005113,대화초등학교,초등학교,1920-06-04,공립,본교,운영,강원도 평창군 대화면 대화리 973-1,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.4972137,128.4573342,2017-09-05
강원도,평창군,B000005114,봉평초등학교,초등학교,1931-07-14,공립,본교,운영,강원도 평창군 봉평면 창동리 329,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.6157405,128.3814057,2017-09-05
강원도,강릉시,B000004929,한솔초등학교,초등학교,1997-05-06,공립,본교,운영,강원도 강릉시 포남동 1296,강원도 강릉시 하평2길 45(포남동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-09,37.7740902,128.9142242,2017-09-05
강원도,강릉시,B000004930,옥천초등학교운산분교장,초등학교,1967-07-06,공립,분교,운영,강원도 강릉시 운산동  148,강원도 강릉시 운산길  79-15(운산동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7296937,128.9379396,2017-09-05
강원도,강릉시,B000004931,주문진초등학교,초등학교,1919-10-01,공립,본교,운영,강원도 강릉시 주문진읍 교항리 161,강원도 강릉시 주문진읍 주문로 26,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2015-03-13,37.8865237,128.8265131,2017-09-05
강원도,강릉시,B000004932,주영초등학교,초등학교,1942-04-05,공립,본교,운영,강원도 강릉시 주문진읍 주문리  461,강원도 강릉시 주문진읍 약수동길  15-12,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8976304,128.8268367,2017-09-05
강원도,강릉시,B000004933,신영초등학교,초등학교,1966-03-21,공립,본교,운영,강원도 강릉시 주문진읍 향호리  1187-7,강원도 강릉시 주문진읍 주문북로  160,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.9067866,128.8221191,2017-09-05
강원도,강릉시,B000004934,주문진초등학교삼덕분교장,초등학교,1957-11-05,공립,분교,운영,강원도 강릉시 주문진읍 장덕리  산30-14,강원도 강릉시 주문진읍 신리천로  410-8,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8788702,128.7894390,2017-09-05
강원도,강릉시,B000004935,구정초등학교,초등학교,1936-10-01,공립,본교,운영,강원도 강릉시 구정면 학산리  393,강원도 강릉시 구정면 범일로  266-14,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7176794,128.8911379,2017-09-05
강원도,강릉시,B000004936,금광초등학교,초등학교,1944-06-24,공립,본교,운영,강원도 강릉시 구정면 금광리  858-3,강원도 강릉시 구정면 금평로  575,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7039748,128.9140873,2017-09-05
강원도,강릉시,B000004937,강동초등학교,초등학교,1932-02-10,공립,본교,운영,강원도 강릉시 강동면 모전리  379-3,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7243868,128.9635219,2017-09-05
강원도,강릉시,B000004938,정동초등학교,초등학교,1940-11-03,공립,본교,운영,강원도 강릉시 강동면 정동진리  184,강원도 강릉시 강동면 헌화로  1055,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.6872098,129.0334822,2017-09-05
강원도,강릉시,B000004939,금진초등학교,초등학교,1965-04-10,공립,본교,운영,강원도 강릉시 옥계면 금진리  417-2,강원도 강릉시 옥계면 금진안길  2,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.6346033,129.0437624,2017-09-05
강원도,강릉시,B000004940,옥계초등학교,초등학교,1920-09-01,공립,본교,운영,강원도 강릉시 옥계면 현내리  344-1,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.6101843,129.0351610,2017-09-05
강원도,강릉시,B000004941,성산초등학교,초등학교,1922-04-01,공립,본교,운영,강원도 강릉시 성산면 구산리 154,강원도 강릉시 성산면 구산길 15,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-09,37.7189745,128.8332183,2017-09-05
강원도,강릉시,B000004942,송양초등학교,초등학교,1943-07-05,공립,본교,운영,강원도 강릉시 성산면 위촌리  600,강원도 강릉시 성산면 위촌길  198,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7586190,128.8471193,2017-09-05
강원도,강릉시,B000004943,사천초등학교,초등학교,1924-05-18,공립,본교,운영,강원도 강릉시 사천면 미노리  395,강원도 강릉시 사천면 미노길  46,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8216803,128.8504579,2017-09-05
강원도,강릉시,B000004944,운양초등학교,초등학교,1943-07-30,공립,본교,운영,강원도 강릉시 사천면 판교리  92,강원도 강릉시 사천면 이설당1길  36,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8370455,128.8590459,2017-09-05
강원도,강릉시,B000004945,연곡초등학교,초등학교,1934-02-15,공립,본교,운영,강원도 강릉시 연곡면 동덕리  959,강원도 강릉시 연곡면 진고개로  2656,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8565210,128.8295104,2017-09-05
강원도,강릉시,B000004946,신왕초등학교,초등학교,1965-03-01,공립,본교,운영,강원도 강릉시 연곡면 행정리  226-4,강원도 강릉시 연곡면 진고개로  2265-11,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8534336,128.7879226,2017-09-05
강원도,강릉시,B000004947,임곡초등학교,초등학교,1944-06-13,공립,본교,운영,강원도 강릉시 강동면 임곡리  350,강원도 강릉시 강동면 임곡로  890-14,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.6777443,128.9696935,2017-09-05
강원도,강릉시,B000004948,왕산초등학교,초등학교,1936-09-25,공립,본교,운영,강원도 강릉시 왕산면 도마리  595,강원도 강릉시 왕산면 백두대간로  2011-8,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.6734350,128.8362454,2017-09-05
강원도,동해시,B000004949,남호초등학교,초등학교,1967-03-30,공립,본교,운영,강원도 동해시 평릉동 443  남호초등학교,강원도 동해시 평원로 120  남호초등학교,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2015-06-23,37.5342016,129.1129792,2017-09-05
강원도,동해시,B000004950,동호초등학교,초등학교,1956-01-07,공립,본교,운영,강원도 동해시 발한동  572-2,,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5435854,129.1006973,2017-09-05
강원도,동해시,B000004951,묵호초등학교,초등학교,1935-11-12,공립,본교,운영,강원도 동해시 발한동  318,,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5523010,129.1025647,2017-09-05
강원도,동해시,B000004952,창호초등학교,초등학교,1963-11-11,공립,본교,운영,강원도 동해시 묵호진동  85-7,강원도 동해시 해맞이길  183(묵호진동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5583593,129.1082091,2017-09-05
강원도,정선군,B000005147,백전초등학교,초등학교,1952-06-01,공립,본교,운영,강원도 정선군 화암면 백전리  357,강원도 정선군 화암면 대지산길  22,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2744055,128.8733233,2017-09-05
강원도,정선군,B000005148,정선초등학교가수분교장,초등학교,2002-09-01,공립,분교,운영,강원도 정선군 정선읍 가수리  193,강원도 정선군 정선읍 수미길  7,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3147154,128.6277214,2017-09-05
강원도,정선군,B000005150,예미초등학교운치분교장,초등학교,1944-06-03,공립,분교,운영,강원도 정선군 신동읍 운치리  1057,강원도 정선군 신동읍 운치길  51,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2698930,128.6071661,2017-09-05
강원도,정선군,B000005151,남선초등학교남창분교장,초등학교,1949-06-10,공립,분교,운영,강원도 정선군 남면 낙동리  220-3,강원도 정선군 남면 광락로  22,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3241300,128.7135112,2017-09-05
강원도,철원군,B000005154,신철원초등학교,초등학교,1954-06-30,공립,본교,운영,강원도 철원군 갈말읍 지포리 7,강원도 철원군 갈말읍 명성로139번안길 45,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.1469223,127.3056851,2017-09-05
강원도,철원군,B000005155,문혜초등학교,초등학교,1920-04-01,공립,본교,운영,강원도 철원군 갈말읍 문혜리  1100-1,강원도 철원군 갈말읍 태봉로  1556,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.1861121,127.3175236,2017-09-05
강원도,철원군,B000005156,용정초등학교,초등학교,1965-03-08,공립,본교,운영,강원도 철원군 동송읍 상노리 182,강원도 철원군 동송읍 상노2길 11,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-07-04,38.1634570,127.2411805,2017-09-05
강원도,철원군,B000005158,서면초등학교,초등학교,1954-12-07,공립,본교,운영,강원도 철원군 서면 자등리 686-2,강원도 철원군 서면 자등로 634,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-12-05,38.1693925,127.4165126,2017-09-05
강원도,철원군,B000005159,내대초등학교,초등학교,1962-08-04,공립,본교,운영,강원도 철원군 갈말읍 내대리 156-2,강원도 철원군 갈말읍 두루미로 422-21,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-12-05,38.2058027,127.2974687,2017-09-05
강원도,철원군,B000005160,토성초등학교,초등학교,1954-11-17,공립,본교,운영,강원도 철원군 갈말읍 549 3 토성초등학교 25,강원도 철원군 토성길 43  토성초등학교 45(토성동2가),7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-10-20,38.2410193,127.3449673,2017-09-05
강원도,철원군,B000005161,장흥초등학교,초등학교,1955-04-20,공립,본교,운영,강원도 철원군 동송읍 장흥리  238-5,강원도 철원군 동송읍 태봉로  2017,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.1927324,127.2665429,2017-09-05
강원도,철원군,B000005162,오덕초등학교,초등학교,1960-04-06,공립,본교,운영,강원도 철원군 동송읍 오덕리 517-1,강원도 철원군 동송읍 오덕로 159,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.2238660,127.2329738,2017-09-05
강원도,철원군,B000005163,동송초등학교,초등학교,1954-07-01,공립,본교,운영,강원도 철원군 동송읍 이평리 836,강원도 철원군 동송읍 금학로187번길 16-13,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-07-04,38.2032322,127.2168501,2017-09-05
강원도,철원군,B000005164,묘장초등학교,초등학교,1968-03-01,공립,본교,운영,강원도 철원군 철원읍 대마리  192-5,강원도 철원군 철원읍 묘장로  344,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.2639379,127.1652187,2017-09-05
강원도,철원군,B000005165,철원초등학교,초등학교,1903-04-20,공립,본교,운영,강원도 철원군 철원읍 화지리 66-2,강원도 철원군 철원읍 금학로 297-18,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.2145568,127.2115524,2017-09-05
강원도,철원군,B000005166,김화초등학교,초등학교,1954-12-30,공립,본교,운영,강원도 철원군 김화읍 학사리 313-1,강원도 철원군 김화읍 김화로 551,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.2526467,127.4138388,2017-09-05
강원도,철원군,B000005167,도창초등학교,초등학교,1961-03-25,공립,본교,운영,강원도 철원군 김화읍 도창리  362-1,강원도 철원군 김화읍 도창2길  7-2,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.2670088,127.3527266,2017-09-05
강원도,춘천시,B000004828,근화초등학교,초등학교,1954-08-23,공립,본교,운영,강원도 춘천시 근화동  802-14,강원도 춘천시 소양로163번길  23(근화동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8891154,127.7229904,2017-09-05
강원도,춘천시,B000004829,호반초등학교,초등학교,1991-03-02,공립,본교,운영,강원도 춘천시 후평동  15,강원도 춘천시 후만로126번길  35(후평동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8745534,127.7607372,2017-09-05
강원도,춘천시,B000004830,신남초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 춘천시 칠전동  149,강원도 춘천시 칠전서길  37(칠전동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8425095,127.7117582,2017-09-05
강원도,춘천시,B000004831,신동초등학교,초등학교,1939-06-06,공립,본교,운영,강원도 춘천시 신동  735-4,,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9301435,127.7228565,2017-09-05
